  #Energy        TDOS
-2.492623        4.255000
-2.464623        4.093000
-2.435623        3.946000
-2.406623        3.816000
-2.378623        3.702000
-2.349623        3.636000
-2.320623        3.627000
-2.292623        3.686000
-2.263623        3.794000
-2.235623        3.941000
-2.206623        3.952000
-2.177623        3.939000
-2.149623        4.087000
-2.120623        4.251000
-2.091623        4.428000
-2.063623        4.459000
-2.034623        4.513000
-2.006623        4.211000
-1.977623        4.244000
-1.948623        4.250000
-1.920623        4.254000
-1.891623        4.259000
-1.862623        4.414000
-1.834623        4.544000
-1.805623        4.427000
-1.776623        4.075000
-1.748623        4.003000
-1.719623        3.964000
-1.691623        3.938000
-1.662623        3.982000
-1.633623        4.086000
-1.605623        4.674000
-1.576623        5.458000
-1.547623        6.557000
-1.519623        6.043000
-1.490623        4.285000
-1.462623        3.283000
-1.433623        3.024000
-1.404623        2.828000
-1.376623        2.694000
-1.347623        2.615000
-1.318623        2.551000
-1.290623        2.492000
-1.261623        2.440000
-1.233623        2.466000
-1.204623        2.625000
-1.175623        2.575000
-1.147623        2.336000
-1.118623        2.266000
-1.089623        2.177000
-1.061623        2.078000
-1.032623        2.064000
-1.003623        2.087000
-0.975623        1.998000
-0.946623        1.639000
-0.918623        1.565000
-0.889623        1.497000
-0.860623        1.433000
-0.832623        1.379000
-0.803623        1.358000
-0.774623        1.719000
-0.746623        1.861000
-0.717623        1.645000
-0.689623        1.357000
-0.660623        1.116000
-0.631623        0.870800
-0.603623        0.760400
-0.574623        0.678700
-0.545623        0.570900
-0.517623        0.432500
-0.488623        0.263600
-0.459623        0.064190
-0.431623        0.000000
-0.402623        0.000000
-0.374623        0.000000
-0.345623        0.000000
-0.316623        0.000000
-0.288623        0.000000
-0.259623        0.000000
-0.230623        0.000000
-0.202623        0.000000
-0.173623        0.000000
-0.145623        0.000000
-0.116623        0.000000
-0.087623        0.000000
-0.059623        0.000000
-0.030623        0.000000
-0.001623        0.000000
0.026377        0.000000
0.055377        0.000000
0.083377        0.000000
0.112377        0.000000
0.141377        0.000000
0.169377        0.000000
0.198377        0.000000
0.227377        0.000000
0.255377        0.000000
0.284377        0.000000
0.313377        0.000000
0.341377        0.000000
0.370377        0.000000
0.398377        0.000000
0.427377        0.000000
0.456377        0.000000
0.484377        0.000000
0.513377        0.000000
0.542377        0.000000
0.570377        0.000000
0.599377        0.000000
0.627377        0.000000
0.656377        0.000000
0.685377        0.000000
0.713377        0.000000
0.742377        0.000000
0.771377        0.000000
0.799377        0.000000
0.828377        0.000000
0.857377        0.000000
0.885377        0.000000
0.914377        0.000000
0.942377        0.000060
0.971377        0.002048
1.000377        0.006848
1.028377        0.014460
1.057377        0.024880
